"","TaxonKey","TaxonName","CommonName","Gear","GearName","bycatch","destruction","FunctionalGroupDescription","fish_type"
"1451",400356,"Latridae","Trumpeters",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1452",500901,"Serranus","Groupers",1400,"gillnets","high","non-destructive","Small reef assoc. fish (<30 cm)","pelagic"
"1453",300009,"Squaliformes","Bramble  sleeper  dogfish sharks",840,"bottom trawls","high","destructive","Large sharks (>=90 cm)","demersal"
"1454",690196,"Ruditapes philippinarum","Japanese carpet shell",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"1455",690003,"Pandalus montagui","Aesop shrimp",840,"bottom trawls","high","destructive","Shrimps","demersal"
"1456",600044,"Aspitrigla cuculus","East Atlantic red gurnard",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"1457",604140,"Scorpaenichthys marmoratus","Cabezon",900,"seine nets","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1458",690151,"Penaeus monodon","Giant tiger prawn",840,"bottom trawls","high","destructive","Shrimps","demersal"
"1459",601235,"Sphyraena barracuda","Great barracuda",1400,"gillnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1460",604215,"Citharichthys sordidus","Pacific sanddab",422,"set lines","high","non-destructive","Small to medium flatfishes (<90 cm)","pelagic"
"1461",590137,"Mulinia","Taquilla clams",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"1462",600136,"Scomberomorus sierra","Pacific sierra",440,"pole line tuna","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1463",600319,"Boreogadus saida","Polar cod",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"1464",600366,"Trachurus japonicus","Japanese jack mackerel",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"1465",600503,"Sebastes flavidus","Yellowtail rockfish",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1466",600679,"Etmopterus granulosus","Southern lanternshark",840,"bottom trawls","high","destructive","Small to medium sharks (<90 cm)","demersal"
"1467",690759,"Pharus legumen","Bean solen",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"1468",600491,"Pampus argenteus","Silver pomfret",700,"bagnets","low","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"1469",400332,"Mullidae","Goatfishes",1400,"gillnets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1470",603989,"Sebastes pinniger","Canary rockfish",840,"bottom trawls","high","destructive","Medium reef assoc. fish (30 - 89 cm)","demersal"
"1471",590051,"Strombus","Stromboid conchs",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"1472",608173,"Girella tricuspidata","Luderick",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"1473",602674,"Coregonus nasus","Broad whitefish",421,"handlines","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1474",603561,"Taractichthys steindachneri","Sickle pomfret",421,"handlines","low","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"1475",600637,"Hexanchus griseus","Bluntnose sixgill shark",840,"bottom trawls","high","destructive","Large sharks (>=90 cm)","demersal"
"1476",602005,"Antimora rostrata","Blue antimora",840,"bottom trawls","high","destructive","Medium bathypelagics (30 - 89 cm)","demersal"
"1477",604544,"Sillago sihama","Silver sillago",422,"set lines","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"1478",100176,"Starfish and other echinoderms","Starfishes",213,"raking devices","high","destructive",NA,"demersal"
"1479",690033,"Spisula solidissima","Atlantic surf clam",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"1480",520007,"Pampus","Silver pomfrets",1400,"gillnets","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"1481",690089,"Littorina littorea","Common periwinkle",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"1482",300059,"Scorpaeniformes","Scorpionfishes and flatheads",1400,"gillnets","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1483",690686,"Zygochlamys patagonica","Patagonean scallop",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"1484",601466,"Sprattus fuegensis","Falkland sprat",420,"with gorges or hooks","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"1485",600850,"Oblada melanura","Saddled seabream",840,"bottom trawls","high","destructive","Small benthopelagics (<30 cm)","demersal"
"1486",501905,"Thunnus","Tuna",420,"with gorges or hooks","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1487",690430,"Nototodarus sloanii","Wellington flying squid",433,"squid hooks","low","non-destructive","Cephalopods","pelagic"
"1488",400277,"Cottidae","Sculpins",840,"bottom trawls","high","destructive","Large reef assoc. fish (>=90 cm)","demersal"
"1489",601583,"Alosa pseudoharengus","Alewife",560,"trapping gear","high","non-destructive","Medium pelagics (30 - 89 cm)","demersal"
"1490",500934,"Platax","Batfishes",1400,"gillnets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1491",606444,"Cephalopholis boenak","Chocolate hind",840,"bottom trawls","high","destructive","Small reef assoc. fish (<30 cm)","demersal"
"1492",400243,"Holocentridae","Squirrelfishes  soldierfishes",840,"bottom trawls","high","destructive","Small reef assoc. fish (<30 cm)","demersal"
"1493",400189,"Batrachoididae","Toadfishes",840,"bottom trawls","high","destructive","Large reef assoc. fish (>=90 cm)","demersal"
"1494",502004,"Seriolella","Barrelfishes",420,"with gorges or hooks","low","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"1495",500477,"Kyphosus","Sea chubs",840,"bottom trawls","high","destructive","Medium reef assoc. fish (30 - 89 cm)","demersal"
"1496",601403,"Lutjanus analis","Mutton snapper",1400,"gillnets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1497",690125,"Homarus gammarus","European lobster",551,"pots","high","non-destructive","Lobsters, crabs","demersal"
"1498",100044,"King crabs  squat-lobsters","Craylets  squat lobsters",500,"traps","high","non-destructive",NA,"demersal"
"1499",100047,"Miscellaneous marine crustaceans","Marine crustaceans",553,"box-like traps","high","non-destructive","Shrimps","demersal"
"1500",590067,"Geryon","Deepsea crabs",551,"pots","high","non-destructive","Lobsters, crabs","demersal"
"1501",604702,"Notothenia coriiceps","Yellowbelly rockcod",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"1502",603989,"Sebastes pinniger","Canary rockfish",1540,"trammel nets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1503",607151,"Pseudocyttus maculatus","Smooth oreo",1020,"purse seines","low","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"1504",600305,"Hyporhamphus sajori","Japanese halfbeak",850,"mid-water trawls","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1505",601584,"Alosa sapidissima","American shad",1400,"gillnets","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1506",607614,"Leucoraja circularis","Sandy ray",840,"bottom trawls","high","destructive","Large rays (>=90 cm)","demersal"
"1507",601382,"Microstomus kitt","Lemon sole",1400,"gillnets","high","non-destructive","Small to medium flatfishes (<90 cm)","demersal"
"1508",600056,"Cepola macrophthalma","Red bandfish",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"1509",690320,"Chaceon quinquedens","Red deepsea crab",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"1510",590125,"Arca","Ark clams",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"1511",400402,"Ammodytidae","Sand lances",840,"bottom trawls","high","destructive","Large reef assoc. fish (>=90 cm)","demersal"
"1512",500809,"Dentex","Seabreams (Dentex spp)",840,"bottom trawls","high","destructive","Large benthopelagics (>=90 cm)","demersal"
"1513",501826,"Muraenesox","Conger eels",420,"with gorges or hooks","low","non-destructive","Large demersals (>=90 cm)","demersal"
"1514",601367,"Trisopterus luscus","Pouting",420,"with gorges or hooks","low","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"1515",604464,"Gnathanodon speciosus","Golden trevally",1410,"set gillnets","high","non-destructive","Large reef assoc. fish (>=90 cm)","pelagic"
"1516",500134,"Scorpaena","Scorpionfish",1400,"gillnets","high","non-destructive","Large reef assoc. fish (>=90 cm)","pelagic"
"1517",505469,"Rastrelliger","Indo-Pacific mackerels",1400,"gillnets","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1518",600917,"Sphyrna zygaena","Smooth hammerhead",1400,"gillnets","high","non-destructive","Large sharks (>=90 cm)","pelagic"
"1519",601458,"Spratelloides gracilis","Silverstriped round herring",850,"mid-water trawls","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"1520",501242,"Scatophagus","Scats",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"1521",590272,"Charybdis","Indo-Pacific swimming crabs",1400,"gillnets","high","non-destructive","Lobsters, crabs","demersal"
"1522",607703,"Plectorhinchus gaterinus","Blackspotted rubberlips",100,"without gear","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1523",690190,"Scylla serrata","Indo-Pacific swamp crab",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"1524",590053,"Turbo","Turbo snails",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"1525",590146,"Spisula","Surf clam",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"1526",601641,"Pellona ditchela","Indian pellona",850,"mid-water trawls","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"1527",690445,"Pecten yessoensis","Yesso scallop",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"1528",606457,"Cromileptes altivelis","Humpback grouper",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1529",400304,"Apogonidae","Cardinalfishes",421,"handlines","low","non-destructive","Small reef assoc. fish (<30 cm)","pelagic"
"1530",601366,"Chelidonichthys lucerna","Tub gurnard",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1531",690070,"Melicertus kerathurus","Caramote prawn",840,"bottom trawls","high","destructive","Shrimps","demersal"
"1532",605526,"Acanthopagrus berda","Picnic seabream",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1533",600463,"Arctoscopus japonicus","Sailfin sandfish",1400,"gillnets","high","non-destructive","Small bathydemersals (<30 cm)","demersal"
"1534",504140,"Benthodesmus","Frostfishes",840,"bottom trawls","high","destructive","Large benthopelagics (>=90 cm)","demersal"
"1535",509303,"Phycis","Gunnels  forkbeards",900,"seine nets","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"1536",601453,"Dussumieria acuta","Rainbow sardine",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"1537",590049,"Littorina","Periwinkles",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"1538",100000,"Marine animals","Marine animals",921,"beach seines","high","non-destructive",NA,"demersal"
"1539",606457,"Cromileptes altivelis","Humpback grouper",312,"explosives","high","destructive","Medium reef assoc. fish (30 - 89 cm)","demersal"
"1540",501145,"Pagellus","Pandoras",850,"mid-water trawls","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"1541",600416,"Larimichthys polyactis","Yellow croaker",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"1542",500108,"Raja","Skates",840,"bottom trawls","high","destructive","Small to medium rays (<90 cm)","demersal"
"1543",600030,"Merluccius merluccius","European hake",900,"seine nets","high","non-destructive","Large demersals (>=90 cm)","demersal"
"1544",600532,"Lophius americanus","American angler",840,"bottom trawls","high","destructive","Large demersals (>=90 cm)","demersal"
"1545",606450,"Cephalopholis miniata","Coral hind",500,"traps","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","demersal"
"1546",600238,"Salmo trutta trutta","Sea trout",1420,"driftnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1547",601423,"Lutjanus campechanus","Northern red snapper",1400,"gillnets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1548",400488,"Triakidae","Houndsharks",1400,"gillnets","high","non-destructive","Large sharks (>=90 cm)","pelagic"
"1549",605938,"Mustelus asterias","Starry smooth-hound",1400,"gillnets","high","non-destructive","Large sharks (>=90 cm)","pelagic"
"1550",605048,"Arripis trutta","Eastern Australian salmon",424,"troll lines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1551",500143,"Mullus","Western goatfishes",1400,"gillnets","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1552",500928,"Seriola","Amberjacks",420,"with gorges or hooks","low","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"1553",601574,"Alosa aestivalis","Blueback shad",1400,"gillnets","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1554",590051,"Strombus","Stromboid conchs",100,"without gear","low","non-destructive","Other demersal invertebrates","demersal"
"1555",300009,"Squaliformes","Bramble  sleeper  dogfish sharks",1400,"gillnets","high","non-destructive","Large sharks (>=90 cm)","pelagic"
"1556",600374,"Decapterus russelli","Indian scad",421,"handlines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1557",600917,"Sphyrna zygaena","Smooth hammerhead",420,"with gorges or hooks","low","non-destructive","Large sharks (>=90 cm)","pelagic"
"1558",601366,"Chelidonichthys lucerna","Tub gurnard",100,"without gear","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1559",603561,"Taractichthys steindachneri","Sickle pomfret",1540,"trammel nets","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"1560",400236,"Trachichthyidae","Slimeheads",840,"bottom trawls","high","destructive","Medium bathypelagics (30 - 89 cm)","demersal"
"1561",605094,"Lophius budegassa","Black-bellied angler",840,"bottom trawls","high","destructive","Large bathydemersals (>=90 cm)","demersal"
"1562",606426,"Pagrus auratus","Squirefish",840,"bottom trawls","high","destructive","Large demersals (>=90 cm)","demersal"
"1563",606465,"Epinephelus coioides","Orange-spotted grouper",420,"with gorges or hooks","low","non-destructive","Large reef assoc. fish (>=90 cm)","pelagic"
"1564",690158,"Carcinus maenas","Green crab",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"1565",601511,"Sardinella longiceps","Indian oil sardine",1420,"driftnets","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"1566",590067,"Geryon","Deepsea crabs",1400,"gillnets","high","non-destructive","Lobsters, crabs","demersal"
"1567",690320,"Chaceon quinquedens","Red deepsea crab",840,"bottom trawls","high","destructive","Lobsters, crabs","demersal"
"1568",600950,"Platycephalus indicus","Bartail flathead",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"1569",607111,"Cryodraco antarcticus","Cryodraco antarcticus",420,"with gorges or hooks","low","non-destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"1570",200003,"Holocephali","Chimaeras  ratfish  rabbitfish",840,"bottom trawls","high","destructive","Large rays (>=90 cm)","demersal"
"1571",590110,"Busycon","Whelks",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"1572",604824,"Otolithes ruber","Tiger-toothed croaker",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"1573",100276,"Sea-urchins and other echinoderms","Sea urchins",213,"raking devices","high","destructive",NA,"demersal"
"1574",602674,"Coregonus nasus","Broad whitefish",1020,"purse seines","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1575",608924,"Raja asterias","Starry ray",840,"bottom trawls","high","destructive","Small to medium rays (<90 cm)","demersal"
"1576",600385,"Chloroscombrus chrysurus","Atlantic bumper",1400,"gillnets","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1577",600687,"Etmopterus spinax","Velvet belly lantern shark",840,"bottom trawls","high","destructive","Small to medium sharks (<90 cm)","demersal"
"1578",400218,"Atherinidae","Silversides",1400,"gillnets","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"1579",400012,"Sphyrnidae","Hammerhead  bonnethead  scoophead shark",1400,"gillnets","high","non-destructive","Large sharks (>=90 cm)","pelagic"
"1580",600428,"Larimichthys crocea","Large yellow croaker",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"1581",590124,"Anadara","Anadara clams",831,"hand dredges","high","destructive","Other demersal invertebrates","demersal"
"1582",600266,"Lutjanus griseus","Grey snapper",1400,"gillnets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1583",600428,"Larimichthys crocea","Large yellow croaker",1020,"purse seines","low","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"1584",590124,"Anadara","Anadara clams",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"1585",607151,"Pseudocyttus maculatus","Smooth oreo",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"1586",600434,"Pennahia argentata","White croaker",552,"conical and drum-like traps","high","non-destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"1587",690060,"Perna viridis","Brown mussel",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"1588",690115,"Cancer magister","Dungeness crab",1030,"ring nets","low","non-destructive","Lobsters, crabs","demersal"
"1589",400319,"Bramidae","Pomfrets",400,"Lines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1590",600340,"Eleutheronema tetradactylum","Fourfinger threadfin",840,"bottom trawls","high","destructive","Large demersals (>=90 cm)","demersal"
"1591",601407,"Lutjanus argentimaculatus","Mangrove red snapper",420,"with gorges or hooks","low","non-destructive","Large reef assoc. fish (>=90 cm)","pelagic"
"1592",690143,"Portunus trituberculatus","Gazami crab",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"1593",690196,"Ruditapes philippinarum","Japanese carpet shell",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"1594",500642,"Etmopterus","Lanternsharks",840,"bottom trawls","high","destructive","Small to medium sharks (<90 cm)","demersal"
"1595",600880,"Carcharhinus plumbeus","Sandbar shark",420,"with gorges or hooks","low","non-destructive","Large sharks (>=90 cm)","pelagic"
"1596",613146,"Hydrolagus novaezealandiae","Dark ghost shark",840,"bottom trawls","high","destructive","Small to medium rays (<90 cm)","demersal"
"1597",601641,"Pellona ditchela","Indian pellona",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"1598",608315,"Plectorhinchus pictus","Trout sweetlips",500,"traps","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","demersal"
"1599",605659,"Valamugil seheli","Bluespot mullet",1400,"gillnets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1600",501905,"Thunnus","Tuna",1000,"surrounding nets","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1601",690279,"Ostrea lurida","Olympia flat oyster",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"1602",600413,"Umbrina canosai","Argentine croaker",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"1603",690616,"Pandalus goniurus","Humpy shrimp",840,"bottom trawls","high","destructive","Shrimps","demersal"
"1604",601939,"Decapterus maruadsi","Japanese scad",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"1605",601627,"Ilisha elongata","Elongate ilisha",560,"trapping gear","high","non-destructive","Medium pelagics (30 - 89 cm)","demersal"
"1606",607113,"Neopagetopsis ionah","Bible icefish",420,"with gorges or hooks","low","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"1607",590013,"Octopus","Octopuses",400,"Lines","low","non-destructive","Cephalopods","pelagic"
"1608",600663,"Centroselachus crepidater","Longnose velvet dogfish",840,"bottom trawls","high","destructive","Large sharks (>=90 cm)","demersal"
"1609",502794,"Cynoscion","Weakfishes",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"1610",600850,"Oblada melanura","Saddled seabream",420,"with gorges or hooks","low","non-destructive","Small benthopelagics (<30 cm)","pelagic"
"1611",400266,"Triglidae","Searobins",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1612",690404,"Venus (=Chamelea) gallina","Striped venus",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"1613",601466,"Sprattus fuegensis","Falkland sprat",850,"mid-water trawls","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"1614",607327,"Balistes capriscus","Grey triggerfish",1100,"drive-in nets","low","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"1615",601403,"Lutjanus analis","Mutton snapper",100,"without gear","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1616",590242,"Patella","Limpets",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"1617",600442,"Argyrops spinifer","King soldierbream",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"1618",612919,"Seriolella caerulea","White warehou",840,"bottom trawls","high","destructive","Medium bathypelagics (30 - 89 cm)","demersal"
"1619",602058,"Dipturus batis","Blue skate",840,"bottom trawls","high","destructive","Large rays (>=90 cm)","demersal"
"1620",600502,"Sebastes entomelas","Widow rockfish",840,"bottom trawls","high","destructive","Medium pelagics (30 - 89 cm)","demersal"
"1621",600241,"Oncorhynchus keta","Chum salmon",1400,"mid-water trawls","high","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"1622",500152,"Mugil","Grey mullets",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"1623",600045,"Atherina presbyter","Sand smelt",420,"with gorges or hooks","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"1624",690404,"Venus (=Chamelea) gallina","Striped venus",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"1625",605492,"Raja microocellata","Small-eyed ray",840,"bottom trawls","high","destructive","Small to medium rays (<90 cm)","demersal"
"1626",600123,"Scomberomorus guttatus","Indo-Pacific king mackerel",1020,"purse seines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1627",690309,"Tapes pullastra","Pullet carpet shell",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"1628",501055,"Gerres","Silver biddies",840,"bottom trawls","high","destructive","Small benthopelagics (<30 cm)","demersal"
"1629",690087,"Cardium edule","Common edible cockle",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"1630",500495,"Prionotus","Sea robins",840,"bottom trawls","high","destructive","Large reef assoc. fish (>=90 cm)","demersal"
"1631",500808,"Scolopsis","Monocle breams",840,"bottom trawls","high","destructive","Small reef assoc. fish (<30 cm)","demersal"
"1632",100039,"Marine fishes not identified","Marine fishes",1020,"purse seines","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1633",690009,"Crassostrea virginica","American cupped oyster",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"1634",690087,"Cardium edule","Common edible cockle",100,"without gear","low","non-destructive","Other demersal invertebrates","demersal"
"1635",600114,"Sarda orientalis","Striped bonito",450,"longline tuna","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1636",500134,"Scorpaena","Scorpionfish",420,"with gorges or hooks","low","non-destructive","Large reef assoc. fish (>=90 cm)","pelagic"
"1637",690060,"Perna viridis","Brown mussel",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"1638",690754,"Ensis ensis","Pod razor",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"1639",601079,"Megalops atlanticus","Tarpon",450,"longline tuna","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1640",501486,"Lycodes","Eelpouts",840,"bottom trawls","high","destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"1641",600790,"Mullus barbatus barbatus","Red mullet",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1642",503328,"Notoscopelus","Lampfish",1410,"set gillnets","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"1643",690325,"Paralomis aculeata","Red stone crab",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"1644",606450,"Cephalopholis miniata","Coral hind",1400,"gillnets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1645",605537,"Bolbometopon muricatum","Green humphead parrotfish",840,"bottom trawls","high","destructive","Large reef assoc. fish (>=90 cm)","demersal"
"1646",600227,"Megalops cyprinoides","Indo-Pacific tarpon",850,"mid-water trawls","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1647",600138,"Somniosus microcephalus","Greenland shark",420,"with gorges or hooks","low","non-destructive","Large sharks (>=90 cm)","pelagic"
"1648",600071,"Caranx hippos","Crevalle jack",1400,"gillnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1649",690684,"Eledone cirrhosa","Horned octopus",433,"squid hooks","low","non-destructive","Cephalopods","pelagic"
"1650",290010,"Asteroidea","Sea stars",214,"tongs","low","non-destructive",NA,"demersal"
"1651",601452,"Chirocentrus nudus","Whitefin wolf-herring",424,"troll lines","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1652",608556,"Pseudopleuronectes herzensteini","Littlemouth flounder",422,"set lines","high","non-destructive","Small to medium flatfishes (<90 cm)","pelagic"
"1653",501129,"Beryx","Alfonsinos",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"1654",503328,"Notoscopelus","Lampfish",1010,"lampara-like nets","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"1655",600188,"Ocyurus chrysurus","Yellowtail snapper",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1656",100139,"Marine fishes not identified","Finfishes",421,"handlines","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1657",601164,"Sparus aurata","Gilthead seabream",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1658",601423,"Lutjanus campechanus","Northern red snapper",840,"bottom trawls","high","destructive","Medium reef assoc. fish (30 - 89 cm)","demersal"
"1659",690434,"Buccinum undatum","Whelk",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"1660",600653,"Centrophorus squamosus","Leafscale gulper shark",1400,"gillnets","high","non-destructive","Large sharks (>=90 cm)","pelagic"
"1661",500912,"Priacanthus","Bigeyes",563,"pound nets","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1662",290004,"Bivalvia","Clams",214,"tongs","low","non-destructive","Other demersal invertebrates","demersal"
"1663",500136,"Salmo","Salmon and trout",1400,"gillnets","high","non-destructive","Large demersals (>=90 cm)","demersal"
"1664",690127,"Concholepas concholepas","False abalone",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"1665",100043,"Homaridae/Palinuridae","Lobsters  spiny-rock lobsters",551,"pots","high","non-destructive",NA,"demersal"
"1666",600524,"Pseudopleuronectes americanus","Winter flounder",840,"bottom trawls","high","destructive","Small to medium flatfishes (<90 cm)","demersal"
"1667",601078,"Lophius gastrophysus","Blackfin goosefish",840,"bottom trawls","high","destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"1668",604964,"Hoplostethus mediterraneus mediterraneus","Mediterranean slimehead",420,"with gorges or hooks","low","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"1669",690076,"Mytilus chilensis","Chilean mussel",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"1670",601596,"Tenualosa ilisha","Hilsa shad",1400,"gillnets","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1671",602691,"Salvelinus malma malma","Dolly varden",1540,"trammel nets","high","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
