,,,,,,,,,,,,,,,,,,,,,,,SANITATION,Year,,,,,NATIONAL,,,,,,,RURAL,,,,,,,URBAN,,,,,,,,,,,,,,,
Mali,MLI,2002,   11 723,30,21,14,46,20,0.80,-0.90,13,6,55,26,0.63,-1.04,39,31,26,4,0.55,-0.23,Mali,2002,,-,-,-,-,18,1,2,-,-,-,-,12,0,2,-,-,-,-,32,2,4,,,,,,,,,,,,
Mali,MLI,2003,   12 089,31,22,14,46,19,0.80,-0.90,14,6,55,25,0.63,-1.04,39,32,25,4,0.55,-0.23,Mali,2003,,-,-,-,-,19,1,2,-,-,-,-,12,0,1,-,-,-,-,33,2,4,,,,,,,,,,,,
Mali,MLI,2004,   12 475,31,23,15,45,18,0.80,-0.90,15,7,55,24,0.63,-1.04,40,32,24,4,0.55,-0.23,Mali,2004,,-,-,-,-,19,1,2,-,-,-,-,13,0,1,-,-,-,-,34,2,4,,,,,,,,,,,,
Mali,MLI,2005,   12 881,32,23,15,45,17,0.80,-0.90,15,7,55,23,0.63,-1.04,41,33,23,3,0.55,-0.23,Mali,2005,,-,-,-,-,20,1,2,-,-,-,-,14,0,1,-,-,-,-,35,2,4,,,,,,,,,,,,
Mali,MLI,2006,   13 310,33,24,16,44,16,0.80,-0.90,16,7,55,22,0.63,-1.04,41,33,23,3,0.55,-0.23,Mali,2006,,-,-,-,-,21,1,2,-,-,-,-,14,0,1,-,-,-,-,35,2,4,,,,,,,,,,,,
Mali,MLI,2007,   13 759,34,25,16,44,15,0.80,-0.90,16,7,55,21,0.63,-1.04,42,34,22,3,0.55,-0.23,Mali,2007,,-,-,-,-,22,1,2,-,-,-,-,15,0,1,-,-,-,-,36,2,3,,,,,,,,,,,,
Mali,MLI,2008,   14 223,34,26,17,44,14,0.80,-0.90,17,8,55,20,0.63,-1.04,42,34,21,3,0.55,-0.23,Mali,2008,,-,-,-,-,23,1,2,-,-,-,-,16,0,1,-,-,-,-,37,2,3,,,,,,,,,,,,
Mali,MLI,2009,   14 695,35,27,17,43,13,0.80,-0.90,18,8,55,19,0.63,-1.04,43,34,20,2,0.55,-0.23,Mali,2009,,-,-,-,-,24,1,2,-,-,-,-,17,0,1,-,-,-,-,37,2,3,,,,,,,,,,,,
Mali,MLI,2010,   15 167,36,27,18,43,12,0.80,-0.90,18,8,56,18,0.63,-1.04,43,35,20,2,0.55,-0.23,Mali,2010,,-,-,-,-,25,1,1,-,-,-,-,17,0,1,-,-,-,-,38,3,3,,,,,,,,,,,,
Mali,MLI,2011,   15 639,37,28,18,42,11,0.80,-0.90,19,8,56,17,0.63,-1.04,44,35,19,2,0.55,-0.23,Mali,2011,,-,-,-,-,25,2,1,-,-,-,-,18,1,0,-,-,-,-,38,3,3,,,,,,,,,,,,
Mali,MLI,2012,   16 112,38,29,19,42,11,0.80,-0.90,20,9,56,16,0.63,-1.04,44,36,18,2,0.55,-0.23,Mali,2012,,-,-,-,-,26,2,1,-,-,-,-,19,1,0,-,-,-,-,38,3,2,,,,,,,,,,,,
Mali,MLI,2013,   16 592,38,30,19,41,10,0.80,-0.90,20,9,56,15,0.63,-1.04,45,36,17,2,0.55,-0.23,Mali,2013,,-,-,-,-,27,2,1,-,-,-,-,19,1,0,-,-,-,-,39,4,2,,,,,,,,,,,,
Mali,MLI,2014,   17 086,39,30,20,41,9,0.80,-0.90,21,9,56,14,0.63,-1.04,45,37,17,1,0.55,-0.23,Mali,2014,,-,-,-,-,27,2,1,-,-,-,-,20,1,0,-,-,-,-,39,4,2,,,,,,,,,,,,
Mali,MLI,2015,   17 600,40,31,21,40,8,0.80,-0.90,22,10,56,13,0.63,-1.04,46,37,16,1,0.55,-0.23,Mali,2015,,-,-,-,-,28,2,1,-,-,-,-,21,1,0,-,-,-,-,40,4,2,,,,,,,,,,,,
Malta,MLT,2000,      387,92,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Malta,2000,,93,0,0,93,0,-,100,93,0,0,93,0,-,100,93,0,0,93,0,-,100,,,,,,,,,,,,
Malta,MLT,2001,      389,93,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Malta,2001,,93,0,0,93,0,-,100,93,0,0,93,0,-,100,93,0,0,93,0,-,100,,,,,,,,,,,,
Malta,MLT,2002,      391,93,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Malta,2002,,93,0,0,93,0,-,100,93,0,0,93,0,-,100,93,0,0,93,0,-,100,,,,,,,,,,,,
Malta,MLT,2003,      393,93,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Malta,2003,,93,0,0,93,0,-,100,93,0,0,93,0,-,100,93,0,0,93,0,-,100,,,,,,,,,,,,
Malta,MLT,2004,      395,93,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Malta,2004,,93,0,0,93,0,-,100,93,0,0,93,0,-,100,93,0,0,93,0,-,100,,,,,,,,,,,,
Malta,MLT,2005,      397,94,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Malta,2005,,93,0,0,93,0,-,100,93,0,0,93,0,-,100,93,0,0,93,0,-,100,,,,,,,,,,,,
Malta,MLT,2006,      400,94,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Malta,2006,,93,0,0,93,0,-,100,93,0,0,93,0,-,100,93,0,0,93,0,-,100,,,,,,,,,,,,
Malta,MLT,2007,      403,94,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Malta,2007,,93,0,0,93,0,-,100,93,0,0,93,0,-,100,93,0,0,93,0,-,100,,,,,,,,,,,,
Malta,MLT,2008,      406,94,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Malta,2008,,93,0,0,93,0,-,100,93,0,0,93,0,-,100,93,0,0,93,0,-,100,,,,,,,,,,,,
Malta,MLT,2009,      409,94,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Malta,2009,,93,0,0,93,0,-,100,93,0,0,93,0,-,100,93,0,0,93,0,-,100,,,,,,,,,,,,
Malta,MLT,2010,      412,95,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Malta,2010,,93,0,0,93,0,-,100,93,0,0,93,0,-,100,93,0,0,93,0,-,100,,,,,,,,,,,,
Malta,MLT,2011,      414,95,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Malta,2011,,93,0,0,93,0,-,100,93,0,0,93,0,-,100,93,0,0,93,0,-,100,,,,,,,,,,,,
Malta,MLT,2012,      416,95,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Malta,2012,,93,0,0,93,0,-,100,93,0,0,93,0,-,100,93,0,0,93,0,-,100,,,,,,,,,,,,
Malta,MLT,2013,      417,95,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Malta,2013,,93,0,0,93,0,-,100,93,0,0,93,0,-,100,93,0,0,93,0,-,100,,,,,,,,,,,,
Malta,MLT,2014,      418,95,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Malta,2014,,93,0,0,93,0,-,100,93,0,0,93,0,-,100,93,0,0,93,0,-,100,,,,,,,,,,,,
Malta,MLT,2015,      419,95,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Malta,2015,,93,0,0,93,0,-,100,93,0,0,93,0,-,100,93,0,0,93,0,-,100,,,,,,,,,,,,
Marshall Islands,MHL,2000,       52,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Marshall Islands,2000,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Marshall Islands,MHL,2001,       52,69,86,0,3,12,-,-,66,0,4,30,-,-,95,0,2,4,-,-,Marshall Islands,2001,,-,-,-,-,16,29,42,-,-,-,-,29,36,0,-,-,-,-,9,25,60,,,,,,,,,,,,
Marshall Islands,MHL,2002,       52,69,86,0,2,12,-,-,66,0,4,30,-,-,95,0,2,4,-,-,Marshall Islands,2002,,-,-,-,-,16,29,42,-,-,-,-,29,36,0,-,-,-,-,9,25,60,,,,,,,,,,,,
Marshall Islands,MHL,2003,       52,69,86,0,2,11,-,-,66,0,4,30,-,-,95,0,2,4,-,-,Marshall Islands,2003,,-,-,-,-,16,28,42,-,-,-,-,29,36,0,-,-,-,-,9,25,60,,,,,,,,,,,,
Marshall Islands,MHL,2004,       52,70,86,0,2,11,-,-,66,0,4,30,-,-,95,0,2,4,-,-,Marshall Islands,2004,,-,-,-,-,15,28,42,-,-,-,-,29,36,0,-,-,-,-,9,25,60,,,,,,,,,,,,
Marshall Islands,MHL,2005,       52,70,86,0,2,11,-,-,66,0,4,30,-,-,95,0,2,4,-,-,Marshall Islands,2005,,-,-,-,-,15,28,42,-,-,-,-,29,36,0,-,-,-,-,9,25,60,,,,,,,,,,,,
Marshall Islands,MHL,2006,       52,70,86,0,2,11,-,-,66,0,4,30,-,-,95,0,2,4,-,-,Marshall Islands,2006,,-,-,-,-,15,28,42,-,-,-,-,29,36,0,-,-,-,-,9,25,60,,,,,,,,,,,,
Marshall Islands,MHL,2007,       52,70,86,0,2,11,-,-,66,0,4,30,-,-,95,0,2,4,-,-,Marshall Islands,2007,,-,-,-,-,15,28,43,-,-,-,-,29,36,0,-,-,-,-,9,25,60,,,,,,,,,,,,
Marshall Islands,MHL,2008,       52,71,86,0,2,11,-,-,66,0,4,30,-,-,95,0,2,4,-,-,Marshall Islands,2008,,-,-,-,-,15,28,43,-,-,-,-,29,36,0,-,-,-,-,9,25,60,,,,,,,,,,,,
Marshall Islands,MHL,2009,       52,71,86,0,2,11,-,-,66,0,4,30,-,-,95,0,2,4,-,-,Marshall Islands,2009,,-,-,-,-,15,28,43,-,-,-,-,29,36,0,-,-,-,-,9,25,60,,,,,,,,,,,,
Marshall Islands,MHL,2010,       52,71,87,0,2,11,-,-,66,0,4,30,-,-,95,0,2,4,-,-,Marshall Islands,2010,,-,-,-,-,15,28,43,-,-,-,-,29,36,0,-,-,-,-,9,25,60,,,,,,,,,,,,
Marshall Islands,MHL,2011,       53,72,87,0,2,11,-,-,66,0,4,30,-,-,95,0,2,4,-,-,Marshall Islands,2011,,-,-,-,-,15,28,43,-,-,-,-,29,36,0,-,-,-,-,9,25,60,,,,,,,,,,,,
Marshall Islands,MHL,2012,       53,72,87,0,2,11,-,-,66,0,4,30,-,-,95,0,2,4,-,-,Marshall Islands,2012,,-,-,-,-,15,28,43,-,-,-,-,29,36,0,-,-,-,-,9,25,60,,,,,,,,,,,,
Marshall Islands,MHL,2013,       53,72,87,0,2,11,-,-,66,0,4,30,-,-,95,0,2,4,-,-,Marshall Islands,2013,,-,-,-,-,15,28,44,-,-,-,-,29,36,0,-,-,-,-,9,25,60,,,,,,,,,,,,
Marshall Islands,MHL,2014,       53,72,87,0,2,11,-,-,66,0,4,30,-,-,95,0,2,4,-,-,Marshall Islands,2014,,-,-,-,-,15,28,44,-,-,-,-,29,36,0,-,-,-,-,9,25,60,,,,,,,,,,,,
Marshall Islands,MHL,2015,       53,73,87,0,2,11,-,-,66,0,4,30,-,-,95,0,2,4,-,-,Marshall Islands,2015,,-,-,-,-,15,28,44,-,-,-,-,29,36,0,-,-,-,-,9,25,60,,,,,,,,,,,,
Martinique,MTQ,2000,      387,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Martinique,2000,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Martinique,MTQ,2001,      390,90,97,0,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Martinique,2001,,-,-,-,-,4,50,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Martinique,MTQ,2002,      393,90,97,0,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Martinique,2002,,-,-,-,-,4,50,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Martinique,MTQ,2003,      395,89,97,0,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Martinique,2003,,-,-,-,-,4,50,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Martinique,MTQ,2004,      396,89,97,0,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Martinique,2004,,-,-,-,-,4,50,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Martinique,MTQ,2005,      397,89,97,0,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Martinique,2005,,-,-,-,-,4,50,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Martinique,MTQ,2006,      397,89,97,0,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Martinique,2006,,-,-,-,-,4,50,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Martinique,MTQ,2007,      397,89,98,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Martinique,2007,,-,-,-,-,4,51,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Martinique,MTQ,2008,      396,89,98,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Martinique,2008,,-,-,-,-,4,51,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Martinique,MTQ,2009,      395,89,98,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Martinique,2009,,-,-,-,-,3,51,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Martinique,MTQ,2010,      395,89,98,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Martinique,2010,,-,-,-,-,3,51,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Martinique,MTQ,2011,      395,89,98,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Martinique,2011,,-,-,-,-,3,51,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Martinique,MTQ,2012,      395,89,99,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Martinique,2012,,-,-,-,-,2,51,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Martinique,MTQ,2013,      396,89,99,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Martinique,2013,,-,-,-,-,2,51,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Martinique,MTQ,2014,      396,89,99,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Martinique,2014,,-,-,-,-,2,52,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Martinique,MTQ,2015,      396,89,99,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Martinique,2015,,-,-,-,-,1,52,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Mauritania,MRT,2000,    2 711,49,23,7,21,49,1.42,-1.25,7,3,14,76,0.66,-1.06,40,10,29,21,1.54,-0.72,Mauritania,2000,,-,-,-,-,11,10,1,-,-,-,-,4,3,0,-,-,-,-,18,19,3,,,,,,,,,,,,
Mauritania,MRT,2001,    2 797,50,25,7,21,48,1.42,-1.25,8,3,14,75,0.66,-1.06,41,11,28,20,1.54,-0.72,Mauritania,2001,,-,-,-,-,13,11,2,-,-,-,-,5,3,0,-,-,-,-,20,19,3,,,,,,,,,,,,
Mauritania,MRT,2002,    2 885,51,26,7,20,46,1.42,-1.25,9,3,14,74,0.66,-1.06,43,11,27,19,1.54,-0.72,Mauritania,2002,,-,-,-,-,14,11,2,-,-,-,-,6,3,0,-,-,-,-,21,19,3,,,,,,,,,,,,
Mauritania,MRT,2003,    2 975,52,27,8,20,45,1.42,-1.25,9,3,14,73,0.66,-1.06,45,12,25,18,1.54,-0.72,Mauritania,2003,,-,-,-,-,15,11,2,-,-,-,-,6,3,0,-,-,-,-,23,19,3,,,,,,,,,,,,
Mauritania,MRT,2004,    3 065,52,29,8,19,44,1.42,-1.25,10,4,14,72,0.66,-1.06,46,12,24,18,1.54,-0.72,Mauritania,2004,,-,-,-,-,16,11,2,-,-,-,-,7,3,0,-,-,-,-,24,19,3,,,,,,,,,,,,
Mauritania,MRT,2005,    3 154,53,30,8,19,42,1.42,-1.25,11,4,14,71,0.66,-1.06,48,13,23,17,1.54,-0.72,Mauritania,2005,,-,-,-,-,17,11,2,-,-,-,-,8,3,0,-,-,-,-,26,19,3,,,,,,,,,,,,
Mauritania,MRT,2006,    3 242,54,32,9,18,41,1.42,-1.25,11,4,15,70,0.66,-1.06,49,13,22,16,1.54,-0.72,Mauritania,2006,,-,-,-,-,19,11,2,-,-,-,-,8,3,0,-,-,-,-,27,19,3,,,,,,,,,,,,
Mauritania,MRT,2007,    3 328,55,33,9,18,40,1.42,-1.25,12,4,15,69,0.66,-1.06,51,13,20,15,1.54,-0.72,Mauritania,2007,,-,-,-,-,20,11,2,-,-,-,-,9,3,0,-,-,-,-,29,19,3,,,,,,,,,,,,
Mauritania,MRT,2008,    3 415,55,34,10,17,39,1.42,-1.25,13,5,15,68,0.66,-1.06,52,14,19,15,1.54,-0.72,Mauritania,2008,,-,-,-,-,21,11,2,-,-,-,-,10,3,0,-,-,-,-,30,19,3,,,,,,,,,,,,
Mauritania,MRT,2009,    3 502,56,36,10,17,37,1.42,-1.25,13,5,15,67,0.66,-1.06,54,14,18,14,1.54,-0.72,Mauritania,2009,,-,-,-,-,22,12,2,-,-,-,-,10,3,0,-,-,-,-,32,19,3,,,,,,,,,,,,
Mauritania,MRT,2010,    3 591,57,37,10,16,36,1.42,-1.25,14,5,15,66,0.66,-1.06,55,15,17,13,1.54,-0.72,Mauritania,2010,,-,-,-,-,24,12,2,-,-,-,-,11,3,0,-,-,-,-,33,19,3,,,,,,,,,,,,
Mauritania,MRT,2011,    3 683,57,39,11,16,35,1.42,-1.25,15,5,15,65,0.66,-1.06,57,15,16,13,1.54,-0.72,Mauritania,2011,,-,-,-,-,25,12,2,-,-,-,-,12,3,0,-,-,-,-,35,19,3,,,,,,,,,,,,
Mauritania,MRT,2012,    3 777,58,40,11,15,34,1.42,-1.25,15,6,16,64,0.66,-1.06,58,15,14,12,1.54,-0.72,Mauritania,2012,,-,-,-,-,26,12,2,-,-,-,-,12,3,0,-,-,-,-,36,19,4,,,,,,,,,,,,
Mauritania,MRT,2013,    3 873,59,42,12,14,32,1.42,-1.25,16,6,16,63,0.66,-1.06,60,16,13,11,1.54,-0.72,Mauritania,2013,,-,-,-,-,28,12,2,-,-,-,-,13,3,0,-,-,-,-,38,19,4,,,,,,,,,,,,
Mauritania,MRT,2014,    3 970,59,43,12,14,31,1.42,-1.25,16,6,16,62,0.66,-1.06,62,16,12,10,1.54,-0.72,Mauritania,2014,,-,-,-,-,29,12,2,-,-,-,-,14,3,0,-,-,-,-,39,19,4,,,,,,,,,,,,
Mauritania,MRT,2015,    4 068,60,45,12,13,30,1.42,-1.25,17,6,16,61,0.66,-1.06,63,17,11,10,1.54,-0.72,Mauritania,2015,,-,-,-,-,30,12,2,-,-,-,-,15,3,0,-,-,-,-,41,19,4,,,,,,,,,,,,
Mauritius,MUS,2000,    1 185,43,91,6,2,0,0.12,0.00,90,6,4,0,0.19,0.01,93,6,1,0,0.04,0.00,Mauritius,2000,,-,-,-,10,67,6,18,-,-,-,1,80,8,2,-,-,-,23,50,4,39,,,,,,,,,,,,
Mauritius,MUS,2001,    1 194,42,91,6,2,0,0.12,0.00,90,6,3,0,0.19,0.01,93,6,1,0,0.04,0.00,Mauritius,2001,,-,-,-,10,67,6,18,-,-,-,1,80,8,2,-,-,-,23,50,4,40,,,,,,,,,,,,
Mauritius,MUS,2002,    1 202,42,92,6,2,0,0.12,0.00,90,6,3,0,0.19,0.01,93,6,1,0,0.04,0.00,Mauritius,2002,,-,-,-,11,67,6,18,-,-,-,1,80,8,2,-,-,-,23,49,4,40,,,,,,,,,,,,
Mauritius,MUS,2003,    1 209,42,92,6,2,0,0.12,0.00,90,6,3,0,0.19,0.01,94,6,0,0,0.04,0.00,Mauritius,2003,,-,-,-,11,67,6,19,-,-,-,1,80,8,3,-,-,-,24,49,4,41,,,,,,,,,,,,
Mauritius,MUS,2004,    1 216,42,92,6,2,0,0.12,0.00,91,6,3,0,0.19,0.01,94,6,0,0,0.04,0.00,Mauritius,2004,,-,-,-,11,67,6,19,-,-,-,2,80,8,3,-,-,-,23,48,4,41,,,,,,,,,,,,
Mauritius,MUS,2005,    1 222,42,92,6,2,0,0.12,0.00,91,6,3,0,0.19,0.01,94,6,0,0,0.04,0.00,Mauritius,2005,,-,-,-,10,67,6,19,-,-,-,2,80,8,3,-,-,-,23,48,4,42,,,,,,,,,,,,
Mauritius,MUS,2006,    1 228,41,92,6,1,0,0.12,0.00,91,6,2,0,0.19,0.01,94,6,0,0,0.04,0.00,Mauritius,2006,,-,-,-,10,66,6,19,-,-,-,2,80,8,3,-,-,-,22,47,4,42,,,,,,,,,,,,
Mauritius,MUS,2007,    1 233,41,92,6,1,0,0.12,0.00,91,6,2,0,0.19,0.01,94,6,0,0,0.04,0.00,Mauritius,2007,,-,-,-,10,66,6,20,-,-,-,2,80,8,4,-,-,-,22,47,4,43,,,,,,,,,,,,
Mauritius,MUS,2008,    1 238,41,92,6,1,0,0.12,0.00,92,6,2,0,0.19,0.01,94,6,0,0,0.04,0.00,Mauritius,2008,,-,-,-,10,66,6,20,-,-,-,2,80,8,4,-,-,-,22,46,4,43,,,,,,,,,,,,
Mauritius,MUS,2009,    1 243,41,93,6,1,0,0.12,0.00,92,6,2,0,0.19,0.01,94,6,0,0,0.04,0.00,Mauritius,2009,,-,-,-,10,66,6,20,-,-,-,2,80,8,4,-,-,-,21,46,4,44,,,,,,,,,,,,
Mauritius,MUS,2010,    1 248,41,93,6,1,0,0.12,0.00,92,6,1,0,0.19,0.01,94,6,0,0,0.04,0.00,Mauritius,2010,,-,-,-,10,66,6,21,-,-,-,2,80,8,4,-,-,-,21,45,4,45,,,,,,,,,,,,
Mauritius,MUS,2011,    1 253,40,93,6,1,0,0.12,0.00,92,7,1,0,0.19,0.01,94,6,0,0,0.04,0.00,Mauritius,2011,,-,-,-,9,66,6,21,-,-,-,2,80,8,5,-,-,-,20,45,4,45,,,,,,,,,,,,
Mauritius,MUS,2012,    1 258,40,93,6,1,0,0.12,0.00,92,7,1,0,0.19,0.01,94,6,0,0,0.04,0.00,Mauritius,2012,,-,-,-,9,66,6,21,-,-,-,2,80,8,5,-,-,-,20,45,4,46,,,,,,,,,,,,
Mauritius,MUS,2013,    1 264,40,93,6,0,0,0.12,0.00,93,7,1,0,0.19,0.01,94,6,0,0,0.04,0.00,Mauritius,2013,,-,-,-,9,65,6,21,-,-,-,2,80,8,5,-,-,-,19,44,4,46,,,,,,,,,,,,
Mauritius,MUS,2014,    1 269,40,93,6,0,0,0.12,0.00,93,7,1,0,0.19,0.01,94,6,0,0,0.04,0.00,Mauritius,2014,,-,-,-,8,66,6,21,-,-,-,2,80,8,5,-,-,-,18,44,4,46,,,,,,,,,,,,
Mauritius,MUS,2015,    1 273,40,93,6,0,0,0.12,0.00,93,7,1,0,0.19,0.01,94,6,0,0,0.04,0.00,Mauritius,2015,,-,-,-,8,66,6,21,-,-,-,2,80,8,5,-,-,-,17,44,4,46,,,,,,,,,,,,
Mayotte,MYT,2000,      150,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mayotte,2000,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Mayotte,MYT,2001,      156,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mayotte,2001,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Mayotte,MYT,2002,      161,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mayotte,2002,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Mayotte,MYT,2003,      167,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mayotte,2003,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Mayotte,MYT,2004,      172,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mayotte,2004,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Mayotte,MYT,2005,      178,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mayotte,2005,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Mayotte,MYT,2006,      184,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mayotte,2006,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Mayotte,MYT,2007,      190,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mayotte,2007,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Mayotte,MYT,2008,      196,50,77,0,23,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mayotte,2008,,-,-,-,-,23,35,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Mayotte,MYT,2009,      203,49,77,0,23,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mayotte,2009,,-,-,-,-,23,35,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Mayotte,MYT,2010,      209,49,77,0,23,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mayotte,2010,,-,-,-,-,23,35,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Mayotte,MYT,2011,      215,49,77,0,23,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mayotte,2011,,-,-,-,-,23,35,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Mayotte,MYT,2012,      221,48,77,0,23,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mayotte,2012,,-,-,-,-,23,35,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Mayotte,MYT,2013,      227,48,77,0,23,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mayotte,2013,,-,-,-,-,23,35,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Mayotte,MYT,2014,      234,47,77,0,23,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mayotte,2014,,-,-,-,-,23,35,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Mayotte,MYT,2015,      240,47,77,0,23,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mayotte,2015,,-,-,-,-,23,35,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
