"Taxonkey","TaxonName","CommonName"
400252,"Caproidae","Boarfishes"
602023,"Tripterophycis gilchristi","Grenadier cod"
400377,"Trachinidae","Weeverfishes"
600266,"Lutjanus griseus","Grey snapper"
601759,"Scorpaena scrofa","Largescaled scorpionfish"
504140,"Benthodesmus","Frostfishes"
612962,"Allocyttus niger","Black oreo"
606957,"Diastobranchus capensis","Basketwork eel"
606473,"Epinephelus polyphekadion","Camouflage grouper"
606948,"Bathyraja eatonii","Eatons skate"
600719,"Oxynotus paradoxus","Sailfin roughshark"
613144,"Zearaja nasuta","New Zealand rough skate"
690274,"Meganyctiphanes norvegica","Norwegian krill"
605008,"Promethichthys prometheus","Roudi escolar"
601951,"Scomberoides lysan","Doublespotted queenfish"
600886,"Galeocerdo cuvier","Tiger shark"
601391,"Etelis oculatus","Queen snapper"
612357,"Pentaceros decacanthus","Bigspined boarfish"
608991,"Spectrunculus grandis","Pudgy cuskeel"
601206,"Epinephelus mystacinus","Misty grouper"
609005,"Rhinochimaera atlantica","Spearnose chimaera"
690285,"Protothaca staminea","Pacific littleneck clam"
690676,"Liocarcinus depurator","Blue-leg swimcrab"
609000,"Hydrolagus mirabilis","Large-eyed rabbitfish"
610676,"Cyttus traversi","King dory"
600142,"Thunnus a",""
601735,"Liza aurata","Golden grey mullet"
605852,"Nemipterus randalli","Randalls threadfin bream"
400189,"Batrachoididae","Toadfishes"
600650,"Centrophorus lusitanicus","Lowfin gulper shark"
600032,"Microchirus variegatus","Thickback sole"
600084,"Aprion virescens","Green jobfish"
500384,"Gymnothorax","Gymnothorax"
601706,"Chromis chromis","Damselfish"
602589,"Hydrolagus colliei","Spotted ratfish"
600704,"Somniosus rostratus","Little sleeper shark"
601353,"Serranus cabrilla","Comber"
602500,"Thalassoma pavo","Ornate wrasse"
690690,"Callista chione","Smooth callista"
649232,"Capromimus abbreviatus","Capro dory"
600679,"Etmopterus granulosus","Southern lanternshark"
590272,"Charybdis","Indo-Pacific swimming crabs"
501129,"Beryx","Alfonsinos"
607110,"Chionodraco myersi","Chionodraco myersi"
609908,"Plectorhinchus macrolepis","Biglip grunt"
690751,"Pitar rostratus","Rostrate pitar"
607138,"Macrourus holotrachys","Bigeye grenadier"
607708,"Pomadasys stridens","Striped piggy"
490046,"Pandalidae","Norther shrimps"
690754,"Ensis ensis","Pod razor"
690750,"Tonna galea","Helmet ton"
610190,"Schedophilus pemarco","Pemarco blackfish"
611820,"Abudefduf luridus","Canary damsel"
604997,"Nezumia aequalis","Common Atlantic grenadier"
300007,"Lamniformes","Mackerel sharks"
657506,"Chelon haematocheilus","So-iny (redlip) mullet"
604552,"Raja brachyura","Blonde ray"
606952,"Bathyraja murrayi","Murrays skate"
600249,"Centrolophus niger","Blackfish"
490031,"Portunidae","Swimming crabs"
600700,"Scymnodon ringens","Knifetooth dogfish"
600061,"Ctenolabrus rupestris","Goldsinny-wrasse"
600059,"Symphodus melops","Corkwing wrasse"
606422,"Dipturus linteus","Sailray"
612005,"Paratrachichthys trailli","Sandpaper fish"
609256,"Amblyraja hyperborea","Arctic skate"
604569,"Miichthys miiuy","Mi-iuy croaker"
609907,"Gerres nigri","Guinean striped mojarra"
601729,"Muraena helena","Mediterranean moray"
608816,"Cephalopholis fulva","Coney"
601319,"Beryx decadactylus","Alfonsino"
601352,"Sebastes viviparus","Norway redfish"
657505,"Bathyraja irrasa","Kerguelen sandpaper skate"
607111,"Cryodraco antarcticus","Cryodraco antarcticus"
603561,"Taractichthys steindachneri","Sickle pomfret"
604826,"Plectropomus leopardus","Leopard coralgrouper"
606457,"Cromileptes altivelis","Humpback grouper"
604923,"Epinephelus merra","Honeycomb grouper"
100276,"Sea-urchins and other echinoderms","Sea urchins"
601874,"Enchelyopus cimbrius","Fourbeard rockling"
605098,"Borostomias antarcticus","Borostomias antarcticus"
605604,"Cheilinus undulatus","Humphead wrasse"
690753,"Chaceon affinis","Deep-sea red crab"
600880,"Carcharhinus plumbeus","Sandbar shark"
400591,"Artedidraconidae","Barbled plunderfishes"
602012,"Halargyreus johnsonii","Slender codling"
601616,"Nematalosa nasus","Blochs gizzard shad"
604964,"Hoplostethus mediterraneus mediterraneus","Mediterranean slimehead"
602572,"Dasyatis centroura","Roughtail stingray"
607618,"Mobula mobular","Devil fish"
503990,"Bathylagus","Bathylagus"
600250,"Schedophilus ovalis","Imperial blackfish"
607945,"Pelates quadrilineatus","Fourlined terapon"
606974,"Benthalbella elongata","Benthalbella elongata"
615380,"Rhynchobatus australiae","White-spotted shovelnose ray"
607108,"Chionobathyscus dewitti","Chionobathyscus dewitti"
300059,"Scorpaeniformes","Scorpionfishes and flatheads"
601758,"Scorpaena porcus","Black scorpionfish"
500152,"Mugil","Grey mullets"
600152,"Lutjanus guttatus","Spotted rose snapper"
690671,"Spisula solida","Surf clam"
490124,"Galatheidae","Squat lobsters"
605071,"Alepocephalus rostratus","Rissos smooth-head"
604943,"Citharus linguatula","Atlantic spotted flounder"
608540,"Aphanopus intermedius","Intermediate scabbardfish"
603915,"Tetra",""
490012,"Octopodidae","Octopuses"
490021,"Buccinidae","Buccinidae"
607113,"Neopagetopsis ionah","Bible icefish"
606950,"Bathyraja maccaini","McCains skate"
601327,"Mullus surmuletus","Striped red mullet"
400180,"Moridae","Codlings"
604556,"Trachyrincus scabrus","Roughsnout grenadier"
608289,"Fistularia corneta","Pacific cornetfish"
601938,"Decapterus macrosoma","Shortfin scad"
200003,"Holocephali","Chimaeras ratfish rabbitfish"
600636,"Heptranchias perlo","Sharpnose sevengill shark"
601766,"Spicara smaris","Picarel"
590244,"Scyllarides","Scyllarides"
604582,"Labrus merula","Brown wrasse"
400012,"Sphyrnidae","Hammerhead bonnethead scoophead shark"
601221,"Calamus bajonado","Jolthead porgy"
600206,"Pristipomoides macrophthalmus","Cardinal snapper"
600884,"Carcharhinus sorrah","Spottail shark"
400062,"Congridae","Conger and garden eels"
400383,"Bathydraconidae","Antarctic dragonfishes"
600058,"Coris julis","Mediterranean rainbow wrasse"
601826,"Merluccius paradoxus","Deep-water Cape hake"
6,"",""
690689,"Bolinus brandaris","Purple dye murex"
500124,"Ammodytes","Sandlances"
604122,"Triglopsis quadricornis","Fourhorn sculpin"
